"AtomId";"Name";"SourceName";"SourceGroupName";"GroupsOfSourceGroupName";"IsPaidName";"CampaignId";"AdsetId";"AdId"
10378;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022780016";"120209178788500016"
10379;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022780016";"120209178788510016"
10380;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022780016";"120209178788520016"
10381;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022780016";"120209178788530016"
10382;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022780016";"120209178788540016"
10383;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022780016";"120209178788550016"
10384;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022780016";"120209178788560016"
10385;"120209186943450016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120209186943450016"
10386;"120209186966650016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120209186966650016"
10387;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216473200016";"120209216473210016"
10388;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216473200016";"120209216473220016"
10389;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216473200016";"120209216473230016"
10390;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216473200016";"120209216473240016"
10391;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216473200016";"120209216473250016"
10392;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216473200016";"120209216473260016"
10393;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216473200016";"120209216473270016"
10394;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216473200016";"120209216473280016"
10395;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216473200016";"120209216473290016"
10396;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216473200016";"120209216473300016"
10397;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216529810016";"120209216529740016"
10398;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216529810016";"120209216529750016"
10399;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216529810016";"120209216529760016"
10400;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216529810016";"120209216529770016"
10401;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216529810016";"120209216529780016"
10402;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216529810016";"120209216529790016"
10403;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216529810016";"120209216529800016"
10404;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216529810016";"120209216529820016"
10405;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216529810016";"120209216529830016"
10406;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216529810016";"120209216529840016"
10407;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216977820016";"120209216977760016"
10408;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216977820016";"120209216977770016"
10409;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216977820016";"120209216977780016"
10410;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216977820016";"120209216977790016"
10411;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216977820016";"120209216977800016"
10412;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216977820016";"120209216977810016"
10413;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216977820016";"120209216977830016"
10414;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216977820016";"120209216977840016"
10415;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216977820016";"120209216977850016"
10416;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216977820016";"120209216977860016"
10417;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241014640016";"120209241014670016"
10418;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241014640016";"120209241086800016"
10419;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241014640016";"120209241101640016"
10420;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241456360016";"120209241456350016"
10421;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241456360016";"120209241456370016"
10422;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241456360016";"120209241456380016"
10423;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241167430016";"120209241495850016"
10424;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241167430016";"120209241495860016"
10425;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241167430016";"120209241495870016"
10426;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241506390016";"120209241506400016"
10427;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241506390016";"120209241506410016"
10428;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241506390016";"120209241506420016"
10429;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120209740001020016";"120209740000980016"
10430;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120209740001020016";"120209740000990016"
10431;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120209740001020016";"120209740001000016"
10432;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120209740001020016";"120209740001010016"
10433;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120209740001020016";"120209740001030016"
10434;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120209740001020016";"120209740001040016"
10759;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425031380015";"120209744272690016"
10760;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425031380015";"120209744272700016"
10761;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425031380015";"120209744272710016"
10762;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425031380015";"120209744272720016"
10435;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23857622390050015";"120209744272730016"
10436;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23857622390050015";"120209744272740016"
10437;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23857622390050015";"120209744272750016"
10438;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23857622390050015";"120209744272760016"
10439;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425259840015";"120209744272770016"
10440;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425259840015";"120209744272780016"
10441;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425259840015";"120209744272790016"
10442;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425259840015";"120209744272800016"
10443;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425408310015";"120209744272820016"
10444;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425408310015";"120209744272830016"
10445;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425408310015";"120209744272840016"
10446;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425408310015";"120209744272850016"
10763;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425159770015";"120209744272860016"
10764;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425159770015";"120209744272870016"
10765;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425159770015";"120209744272880016"
10766;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425159770015";"120209744272890016"
10447;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390590016"
10448;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390600016"
10449;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390610016"
10450;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390620016"
10451;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390630016"
10452;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390640016"
10453;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390650016"
10454;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390660016"
10455;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390680016"
10456;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390690016"
10457;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390700016"
10458;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390710016"
10459;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390720016"
10460;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390730016"
10461;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390740016"
10462;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390750016"
10463;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390760016"
10464;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390770016"
10465;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390780016"
10466;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390790016"
10467;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"120209744390670016";"120209744390800016"
10468;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120209744441430016";"120209744441390016"
10469;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120209744441430016";"120209744441400016"
10470;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120209744441430016";"120209744441410016"
10471;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120209744441430016";"120209744441420016"
10472;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120209744441430016";"120209744441440016"
10473;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120209744441430016";"120209744441450016"
10474;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216977820016";"120209745047350016"
10475;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216977820016";"120209745338380016"
10476;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216977820016";"120209745399840016"
10477;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216977820016";"120209745485880016"
10478;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216977820016";"120209745519830016"
10479;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022740016";"120209745596200016"
10480;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022740016";"120209745596210016"
10481;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022740016";"120209745596220016"
10482;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022740016";"120209745596230016"
10483;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022740016";"120209745596240016"
10767;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022360016";"120209745596250016"
10768;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022360016";"120209745596260016"
10769;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022360016";"120209745596270016"
10770;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022360016";"120209745596280016"
10771;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022360016";"120209745596290016"
10772;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216473200016";"120209745596300016"
10773;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216473200016";"120209745596310016"
10774;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216473200016";"120209745596320016"
10775;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216473200016";"120209745596330016"
10776;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216473200016";"120209745596340016"
10777;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216529810016";"120209745596350016"
10778;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216529810016";"120209745596360016"
10484;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216529810016";"120209745596370016"
10779;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216529810016";"120209745596380016"
10780;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209216529810016";"120209745596390016"
10485;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022800016";"120209745596400016"
10486;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022800016";"120209745596410016"
10487;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022800016";"120209745596420016"
10488;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022800016";"120209745596430016"
10489;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022800016";"120209745596440016"
10781;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022830016";"120209745596450016"
10782;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022830016";"120209745596460016"
10490;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022830016";"120209745596470016"
10783;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022830016";"120209745596480016"
10784;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022830016";"120209745596490016"
10491;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022780016";"120209745596500016"
10492;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022780016";"120209745596510016"
10493;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022780016";"120209745596520016"
10494;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022780016";"120209745596530016"
10495;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022780016";"120209745596540016"
10496;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209778140710016";"120209778140770016"
10497;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209778140710016";"120209778140780016"
10498;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209778140710016";"120209778140790016"
10499;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209778177090016";"120209778177060016"
10500;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209778177090016";"120209778177070016"
10501;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209778177090016";"120209778177080016"
10502;"120209778814550016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209778814550016";"120209778814540016";"120209778814530016"
10503;"120210011912090016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210011912090016"
10504;"120210012024430016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012024430016"
10505;"120210012041230016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012041230016"
10506;"120210012056450016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012056450016"
10507;"120210012071570016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012071570016"
10508;"120210012096360016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012096360016"
10509;"120210012116750016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012116750016"
10510;"120210012142650016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012142650016"
10511;"120210012162680016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012162680016"
10512;"120210012253370016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253370016"
10513;"120210012253380016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253380016"
10514;"120210012253390016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253390016"
10515;"120210012253400016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253400016"
10516;"120210012253410016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253410016"
10517;"120210012253420016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253420016"
10518;"120210012253430016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253430016"
10519;"120210012253440016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253440016"
10520;"120210012253450016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253450016"
10521;"120210012253470016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253470016"
10522;"120210012253480016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253480016"
10523;"120210012253490016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253490016"
10524;"120210012253500016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253500016"
10525;"120210012253510016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253510016"
10526;"120210012253520016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253520016"
10527;"120210012253530016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253530016"
10528;"120210012253540016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253540016"
10529;"120210012253550016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253550016"
10530;"120210012253560016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253560016"
10531;"120210012253570016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253570016"
10532;"120210012253580016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253580016"
10533;"120210012253590016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253590016"
10534;"120210012253600016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253600016"
10535;"120210012253610016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253610016"
10536;"120210012253620016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253620016"
10537;"120210012253630016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253630016"
10538;"120210012253640016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253640016"
10539;"120210012253650016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253650016"
10540;"120210012253660016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253660016"
10541;"120210012253670016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253670016"
10542;"120210012253680016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253680016"
10543;"120210012253690016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253690016"
10544;"120210012253700016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253700016"
10545;"120210012253710016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253710016"
10546;"120210012253720016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253720016"
10547;"120210012253730016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253730016"
10548;"120210012253740016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253740016"
10549;"120210012253750016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253750016"
10550;"120210012253760016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253760016"
10551;"120210012253770016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253770016"
10552;"120210012253780016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253780016"
10553;"120210012253790016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253790016"
10554;"120210012253800016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253800016"
10555;"120210012253810016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253810016"
10556;"120210012253820016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253820016"
10557;"120210012253880016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253880016"
10558;"120210012253890016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253890016"
10559;"120210012253900016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253900016"
10560;"120210012253910016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253910016"
10561;"120210012253920016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253920016"
10562;"120210012253930016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253930016"
10563;"120210012253940016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253940016"
10564;"120210012253950016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253950016"
10565;"120210012253960016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253960016"
10566;"120210012253970016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253970016"
10567;"120210012253980016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253980016"
10568;"120210012253990016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012253990016"
10569;"120210012254000016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012254000016"
10570;"120210012254010016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012254010016"
10571;"120210012254020016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012254020016"
10572;"120210012254030016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012254030016"
10573;"120210012254040016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012254040016"
10574;"120210012254050016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210012254050016"
10575;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249312040016";"120210249312180016"
10576;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249312040016";"120210249396110016"
10577;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249312040016";"120210249403140016"
10578;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249312040016";"120210249408610016"
10579;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249312040016";"120210249416110016"
10580;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249312040016";"120210249422860016"
10581;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249312040016";"120210249433380016"
